event	hour	df delta
TS13.1	1330588800	0.802001806681
TS13.1	1330592400	-0.622939828245
TS13.1	1330596000	-0.0348641904736
TS13.1	1330599600	-0.0731018066197
TS13.1	1330603200	-0.185331159153
TS13.1	1330606800	1.2417119621
TS13.1	1330610400	0.385795074492
TS13.1	1330614000	-0.521375405436
TS13.1	1330617600	0.134782684454
TS13.1	1330621200	-0.0417354026332
TS13.1	1330624800	-0.183536828935
TS13.1	1330628400	-0.469707216195
TS13.1	1330632000	0.775998357117
TS13.1	1330635600	-0.612055775834
TS13.1	1330639200	-0.0920579177009
TS13.1	1330642800	0.0800569173823
TS13.1	1330646400	0.402717949643
TS13.1	1330650000	-0.47854885326
TS13.1	1330653600	-0.00140924668333
TS13.1	1330657200	-0.021189783582
TS13.1	1330660800	-0.0872620744867
TS13.1	1330664400	-0.0531680979063
TS13.1	1330668000	-0.0924168144409
TS13.1	1330671600	0.468440678765
TS13.1	1330675200	0.0416263913502
TS13.1	1330678800	-0.622939828245
TS13.1	1330682400	-0.0348641904736
TS13.1	1330686000	-0.0731018066197
TS13.1	1330689600	-0.185331159153
TS13.1	1330693200	-0.0671195655192
TS13.1	1330696800	-0.0734847760937
TS13.1	1330700400	-0.110867183915
TS13.1	1330704000	-0.0912248656977
TS13.1	1330707600	-0.064195746516
TS13.1	1330711200	-0.0951552979541
TS13.1	1330714800	0.508849484211
TS13.1	1330718400	1.48970922069
TS13.1	1330722000	-0.612055775834
TS13.1	1330725600	-0.0920579177009
TS13.1	1330729200	0.0800569173823
TS13.1	1330732800	-0.00442547197409
TS13.1	1330736400	-0.0708425794855
TS13.1	1330740000	-0.00140924668333
TS13.1	1330743600	0.365876929849
TS13.1	1330747200	-0.276215385383
TS13.1	1330750800	-0.0531680979063
TS13.1	1330754400	-0.0924168144409
TS13.1	1330758000	-0.127953703922
TS13.1	1330761600	0.0416263913502
TS13.1	1330765200	-0.024127951094
TS13.1	1330768800	-0.0348641904736
TS13.1	1330772400	-0.0731018066197
TS13.1	1330776000	-0.185331159153
TS13.2	1347372000	-0.086107469659
TS13.2	1347375600	13.0640725228
TS13.2	1347379200	-0.0970395747592
TS13.2	1347382800	-0.08698430162
TS13.2	1347386400	-0.00387083009284
TS13.2	1347390000	0.024879092531
TS13.2	1347393600	-0.66910474818
TS13.2	1347397200	-0.0412300452672
TS13.2	1347400800	-0.614001913829
TS13.2	1347404400	-0.442722221026
TS13.2	1347408000	0.403204333733
TS13.2	1347411600	-0.0749601415554
TS13.2	1347415200	-0.309915151389
TS13.2	1347418800	0.766030385874
TS13.2	1347422400	-0.0844826445884
TS13.2	1347426000	4.58380200223
TS13.2	1347429600	-0.564086565158
TS13.2	1347433200	-0.141697860696
TS13.2	1347436800	-0.77495289979
TS13.2	1347440400	-0.615868967103
TS13.2	1347444000	3.67446073309
TS13.2	1347447600	-0.673526893905
TS13.2	1347451200	-0.183600751549
TS13.2	1347454800	-0.0737126717919
TS13.2	1347458400	-0.539827598247
TS13.2	1347462000	-0.610398921872
TS13.2	1347465600	-0.323191126105
TS13.2	1347469200	-0.08698430162
TS13.2	1347472800	-0.00387083009284
TS13.2	1347476400	0.024879092531
TS13.2	1347480000	-0.66910474818
TS13.2	1347483600	-0.608143167692
TS13.2	1347487200	1.96929882118
TS13.2	1347490800	0.0885444442052
TS13.2	1347494400	-0.412065967441
TS13.2	1347498000	-0.481474755375
TS13.2	1347501600	-0.0518095237884
TS13.2	1347505200	-0.40437291745
TS13.2	1347508800	-0.273366606067
TS13.2	1347512400	3.05120682394
TS13.2	1347516000	-0.564086565158
TS13.2	1347519600	-0.141697860696
TS13.2	1347523200	-0.77495289979
TS13.2	1347526800	-0.615868967103
TS13.2	1347530400	0.0187472486382
TS13.2	1347534000	-0.0644629700437
TS13.2	1347537600	-0.645129246269
TS13.2	1347541200	0.575434405601
TS13.2	1347544800	-0.539827598247
TS13.2	1347548400	-0.0844577124603
TS13.2	1347552000	-0.0970395747592
TS13.2	1347555600	-0.08698430162
TS13.2	1347559200	0.17289707748
TS13.2	1347562800	-0.4638173679
TS13.2	1347566400	-0.66910474818
TS13.2	1347570000	-0.608143167692
TS13.2	1347573600	1.96929882118
TS13.2	1347577200	-0.442722221026
TS13.2	1347580800	-0.412065967441
TS13.2	1347584400	-0.0749601415554
TS13.2	1347588000	-0.0518095237884
TS13.2	1347591600	2.32656812364
TS13.2	1347595200	-0.273366606067
TS13.2	1347598800	-0.780281121796
TS13.2	1347602400	2.21243533041
TS13.2	1347606000	-0.675491171539
TS13.2	1347609600	-0.77495289979
TS13.2	1347613200	-0.0175336360741
TS13.2	1347616800	15.3727438833
TS13.2	1347620400	-0.673526893905
TS13.2	1347624000	-0.183600751549
TS13.2	1347627600	-0.722859749185
TS13.2	1347631200	0.367612658929
TS13.2	1347634800	-0.0844577124603
TS13.2	1347638400	-0.323191126105
TS13.2	1347642000	-0.0420628312998
TS13.2	1347645600	-0.180638737666
TS13.2	1347649200	0.024879092531
TS13.2	1347652800	-0.66910474818
TS13.2	1347656400	-0.0412300452672
TS13.2	1347660000	-0.614001913829
TS13.2	1347663600	0.619811109437
TS13.2	1347667200	0.81083948432
TS13.2	1347670800	-0.481474755375
TS13.2	1347674400	-0.309915151389
TS13.2	1347678000	-0.0142384830088
TS13.2	1347681600	-0.273366606067
TS13.2	1347685200	0.752314056499
TS13.2	1347688800	0.361420733365
TS13.2	1347692400	-0.675491171539
TS13.2	1347696000	7.51946485578
TS13.2	1347699600	-0.615868967103
TS13.2	1347703200	-0.712395448253
TS13.2	1347706800	0.544600953817
TS13.2	1347710400	-0.645129246269
TS13.2	1347714000	1.87372856039
TS13.2	1347717600	-0.539827598247
TS13.2	1347721200	-0.0844577124603
TS13.2	1347724800	-0.0970395747592
TS13.2	1347728400	-0.08698430162
TS13.2	1347732000	-0.0922547838792
TS13.2	1347735600	0.024879092531
TS13.2	1347739200	0.0358906761476
TS13.2	1347742800	-0.0412300452672
TS13.2	1347746400	-0.0973417668266
TS13.2	1347750000	2.21361110513
TS13.2	1347753600	-0.412065967441
TS13.2	1347757200	-0.481474755375
TS13.2	1347760800	-0.0518095237884
TS13.2	1347764400	-0.0142384830088
TS13.2	1347768000	0.10440131689
TS13.2	1347771600	-0.780281121796
TS13.2	1347775200	0.361420733365
TS13.2	1347778800	-0.675491171539
TS13.2	1347782400	2.54281420244
TS13.2	1347786000	-0.615868967103
TS13.2	1347789600	-0.712395448253
TS13.2	1347793200	1.15366487768
TS13.2	1347796800	-0.645129246269
TS13.2	1347800400	-0.722859749185
TS13.2	1347804000	-0.086107469659
TS13.2	1347807600	-0.0844577124603
TS13.2	1347811200	-0.0970395747592
TS13.2	1347814800	-0.0196020961397
TS13.2	1347818400	-0.180638737666
TS13.2	1347822000	0.024879092531
TS13.2	1347825600	1.4458815248
TS13.2	1347829200	-0.0412300452672
TS13.2	1347832800	-0.614001913829
TS13.2	1347836400	0.0885444442052
TS13.2	1347840000	-0.00443081685421
TS13.2	1347843600	-0.0749601415554
TS13.2	1347847200	0.206296103812
TS13.2	1347850800	-0.40437291745
TS13.2	1347854400	-0.0844826445884
TS13.2	1347858000	-0.0139835326487
TS13.2	1347861600	-0.101332915897
TS13.2	1347865200	-0.141697860696
TS13.2	1347868800	0.0544888757665
TS13.2	1347872400	-0.0175336360741
TS13.2	1347876000	0.0187472486382
TS13.2	1347879600	1.15366487768
TS13.2	1347883200	-0.645129246269
TS13.2	1347886800	-0.722859749185
TS13.2	1347890400	-0.086107469659
TS13.2	1347894000	1.49336591578
TS13.2	1347897600	-0.323191126105
TS13.2	1347901200	-0.08698430162
TS13.2	1347904800	-0.0922547838792
TS13.2	1347908400	0.513575552962
TS13.2	1347912000	0.740886100475
TS13.2	1347915600	-0.608143167692
TS13.2	1347919200	-0.0973417668266
TS13.2	1347922800	-0.442722221026
TS13.2	1347926400	0.403204333733
TS13.2	1347930000	-0.481474755375
TS13.2	1347933600	-0.0518095237884
TS13.2	1347937200	-0.0142384830088
TS13.2	1347940800	-0.0844826445884
TS13.2	1347944400	-0.0139835326487
TS13.2	1347948000	0.361420733365
TS13.2	1347951600	-0.141697860696
TS13.2	1347955200	-0.77495289979
TS13.2	1347958800	-0.0175336360741
TS13.2	1347962400	0.0187472486382
TS13.2	1347966000	-0.0644629700437
TS13.2	1347969600	-0.183600751549
TS13.2	1347973200	-0.0737126717919
TS13.2	1347976800	1.2750529161
TS13.2	1347980400	-0.610398921872
TS13.2	1347984000	-0.323191126105
TS13.2	1347987600	-0.0645235664599
TS13.2	1347991200	-0.0922547838792
TS13.2	1347994800	0.024879092531
TS13.2	1347998400	0.0358906761476
TS13.2	1348002000	-0.0412300452672
TS13.2	1348005600	-0.0973417668266
TS13.2	1348009200	0.0885444442052
TS13.2	1348012800	-0.00443081685421
TS13.2	1348016400	-0.0749601415554
TS13.2	1348020000	-0.0518095237884
TS13.2	1348023600	-0.0142384830088
TS13.2	1348027200	-0.0844826445884
TS13.2	1348030800	0.752314056499
TS13.2	1348034400	-0.564086565158
TS13.2	1348038000	0.392095450146
TS13.2	1348041600	0.883930651323
TS13.2	1348045200	-0.615868967103
TS13.2	1348048800	0.0187472486382
TS13.2	1348052400	-0.0644629700437
TS13.2	1348056000	0.73945623789
TS13.2	1348059600	-0.0737126717919
TS13.2	1348063200	-0.086107469659
TS13.2	1348066800	-0.0844577124603
TS13.2	1348070400	-0.0970395747592
TS13.2	1348074000	-0.08698430162
TS13.2	1348077600	0.17289707748
TS13.2	1348081200	-0.4638173679
TS13.2	1348084800	0.0358906761476
TS13.2	1348088400	-0.0412300452672
TS13.2	1348092000	-0.0973417668266
TS13.2	1348095600	0.0885444442052
TS13.2	1348099200	0.403204333733
TS13.2	1348102800	-0.481474755375
TS13.2	1348106400	-0.0518095237884
TS13.2	1348110000	0.375895951433
TS13.2	1348113600	-0.273366606067
TS13.2	1348117200	0.752314056499
TS13.2	1348120800	0.824174382626
TS13.2	1348124400	-0.675491171539
TS13.2	1348128000	-0.77495289979
TS13.2	1348131600	0.580801694955
TS13.2	1348135200	-0.712395448253
TS13.2	1348138800	-0.0644629700437
TS13.2	1348142400	-0.183600751549
TS13.2	1348146000	0.575434405601
TS13.2	1348149600	-0.539827598247
TS13.2	1348153200	2.01930712519
TS13.2	1348156800	-0.323191126105
TS13.2	1348160400	-0.0645235664599
TS13.2	1348164000	0.0845131236936
TS13.2	1348167600	-0.4638173679
TS13.2	1348171200	0.0358906761476
TS13.2	1348174800	-0.0412300452672
TS13.2	1348178400	-0.0973417668266
TS13.2	1348182000	0.0885444442052
TS13.2	1348185600	-0.00443081685421
TS13.2	1348189200	-0.0749601415554
TS13.2	1348192800	-0.0518095237884
TS13.2	1348196400	-0.0142384830088
TS13.2	1348200000	0.293285278368
TS13.2	1348203600	-0.780281121796
TS13.2	1348207200	-0.101332915897
TS13.2	1348210800	-0.141697860696
TS13.2	1348214400	0.0544888757665
TS13.2	1348218000	-0.0175336360741
TS13.2	1348221600	0.0187472486382
TS13.2	1348225200	-0.0644629700437
TS13.2	1348228800	-0.183600751549
TS13.2	1348232400	-0.0737126717919
TS13.2	1348236000	-0.086107469659
TS13.3	1342767600	1.47589380527
TS13.3	1342771200	-0.720920269766
TS13.3	1342774800	10.7155244842
TS13.3	1342778400	6.19959827825
TS13.3	1342782000	-0.697869356062
TS13.3	1342785600	0.277495048881
TS13.3	1342789200	-0.0825217147145
TS13.3	1342792800	-0.0922689643455
TS13.3	1342796400	-0.530917509995
TS13.3	1342800000	-0.0962005561781
TS13.3	1342803600	-0.0644411351679
TS13.3	1342807200	-0.184850003887
TS13.3	1342810800	0.0124638256725
TS13.3	1342814400	0.0306472168821
TS13.3	1342818000	-0.620571845121
TS13.3	1342821600	-0.629490417662
TS13.3	1342825200	0.0744179827046
TS13.3	1342828800	-0.423421941605
TS13.3	1342832400	-0.484750231834
TS13.3	1342836000	-0.312826528798
TS13.3	1342839600	-0.420311302317
TS13.3	1342843200	-0.278995658592
TS13.3	1342846800	-0.0449573674266
TS13.3	1342850400	-0.127455498304
TS13.3	1342854000	-0.663761764276
TS13.3	1342857600	0.027307585976
TS13.3	1342861200	0.0182858779593
TS13.3	1342864800	-0.590734038549
TS13.3	1342868400	-0.697869356062
TS13.3	1342872000	-0.644124871039
TS13.3	1342875600	-0.0825217147145
TS13.3	1342879200	-0.0922689643455
TS13.3	1342882800	-0.530917509995
TS13.3	1342886400	-0.0962005561781
TS13.3	1342890000	-0.0869016068677
TS13.3	1342893600	-0.0964575063912
TS13.3	1342897200	-0.477186468603
TS13.3	1342900800	0.0306472168821
TS13.3	1342904400	-0.620571845121
TS13.3	1342908000	-0.118492313913
TS13.3	1342911600	0.0744179827046
TS13.3	1342915200	-0.423421941605
TS13.3	1342918800	-0.0779062872591
TS13.3	1342922400	-0.0546504176815
TS13.3	1342926000	-0.420311302317
TS13.3	1342929600	-0.278995658592
TS13.3	1342933200	-0.0449573674266
TS13.3	1342936800	-0.586966110611
TS13.3	1342940400	-0.128847871889
TS13.3	1342944000	0.027307585976
TS13.3	1342947600	-0.694863362454
TS13.3	1342951200	-0.590734038549
TS13.3	1342954800	-0.697869356062
TS13.3	1342958400	-0.183314911079
TS13.3	1342962000	-0.0825217147145
TS13.3	1342965600	-0.545375485685
TS13.3	1342969200	-0.119981358191
TS13.3	1342972800	-0.0962005561781
TS13.3	1342976400	-0.0869016068677
TS13.3	1342980000	-0.0964575063912
TS13.3	1342983600	-0.477186468603
TS13.3	1342987200	-0.671684836666
TS13.3	1342990800	-0.0517143204268
TS13.3	1342994400	-0.629490417662
TS13.3	1342998000	0.0744179827046
TS13.3	1343001600	-0.423421941605
TS13.3	1343005200	-0.484750231834
TS13.3	1343008800	-0.0546504176815
TS13.3	1343012400	-0.0338505746832
TS13.3	1343016000	-0.278995658592
TS13.3	1343019600	-0.0449573674266
TS13.3	1343023200	-0.586966110611
TS13.3	1343026800	-0.128847871889
TS13.3	1343030400	0.775535441718
TS13.3	1343034000	0.0182858779593
TS13.3	1343037600	-0.590734038549
TS13.3	1343041200	-0.697869356062
TS13.3	1343044800	-0.183314911079
TS13.3	1343048400	-0.726191089488
TS13.3	1343052000	-0.0922689643455
TS13.3	1343055600	-0.530917509995
TS13.3	1343059200	-0.0962005561781
TS13.3	1343062800	-0.0644411351679
TS13.3	1343066400	-0.184850003887
TS13.3	1343070000	-0.477186468603
TS13.3	1343073600	-0.671684836666
TS13.3	1343077200	-0.620571845121
TS13.3	1343080800	-0.118492313913
TS13.3	1343084400	-0.452232356436
TS13.3	1343088000	-0.423421941605
TS13.3	1343091600	-0.0779062872591
TS13.3	1343095200	-0.312826528798
TS13.3	1343098800	-0.420311302317
TS13.3	1343102400	-0.278995658592
TS13.3	1343106000	-0.0449573674266
TS13.3	1343109600	-0.586966110611
TS13.3	1343113200	-0.663761764276
TS13.3	1343116800	0.027307585976
TS13.3	1343120400	-0.694863362454
TS13.3	1343124000	-0.590734038549
TS13.3	1343127600	-0.0889005549123
TS13.3	1343131200	-0.644124871039
TS13.3	1343134800	-0.0825217147145
TS13.3	1343138400	-0.0922689643455
TS13.3	1343142000	-0.119981358191
TS13.3	1343145600	-0.322312974546
TS13.3	1343149200	-0.0644411351679
TS13.3	1343152800	-0.0964575063912
TS13.3	1343156400	-0.477186468603
TS13.3	1343160000	-0.671684836666
TS13.3	1343163600	-0.620571845121
TS13.3	1343167200	-0.118492313913
TS13.3	1343170800	-0.452232356436
TS13.3	1343174400	-0.0162287155319
TS13.3	1343178000	-0.484750231834
TS13.3	1343181600	-0.0546504176815
TS13.3	1343185200	-0.420311302317
TS13.3	1343188800	-0.278995658592
TS13.3	1343192400	-0.769564348303
TS13.3	1343196000	-0.586966110611
TS13.3	1343199600	-0.128847871889
TS13.3	1343203200	0.775535441718
TS13.3	1343206800	-0.694863362454
TS13.3	1343210400	-0.590734038549
TS13.3	1343214000	-0.697869356062
TS13.3	1343217600	-0.183314911079
TS13.3	1343221200	-0.0825217147145
TS13.3	1343224800	-0.545375485685
TS13.3	1343228400	-0.530917509995
TS13.3	1343232000	-0.0962005561781
TS13.3	1343235600	-0.0869016068677
TS13.3	1343239200	-0.0964575063912
TS13.3	1343242800	-0.477186468603
TS13.3	1343246400	0.0306472168821
TS13.3	1343250000	-0.620571845121
TS13.3	1343253600	-0.629490417662
TS13.3	1343257200	-0.452232356436
TS13.3	1343260800	-0.0162287155319
TS13.3	1343264400	-0.484750231834
TS13.3	1343268000	-0.0546504176815
TS13.3	1343271600	-0.420311302317
TS13.3	1343275200	-0.278995658592
TS13.3	1343278800	-0.769564348303
TS13.3	1343282400	-0.586966110611
TS13.3	1343286000	-0.128847871889
TS13.3	1343289600	0.775535441718
TS13.3	1343293200	-0.694863362454
TS13.3	1343296800	-0.0248730121494
TS13.3	1343300400	-0.697869356062
TS13.3	1343304000	-0.183314911079
TS13.3	1343307600	-0.0825217147145
TS13.3	1343311200	-0.0922689643455
TS13.3	1343314800	-0.530917509995
TS13.3	1343318400	-0.322312974546
TS13.3	1343322000	-0.0644411351679
TS13.3	1343325600	-0.184850003887
TS13.3	1343329200	-0.477186468603
TS13.3	1343332800	0.0306472168821
TS13.3	1343336400	-0.620571845121
TS13.3	1343340000	-0.629490417662
TS13.3	1343343600	-0.452232356436
TS13.3	1343347200	-0.0162287155319
TS13.3	1343350800	-0.484750231834
TS13.3	1343354400	-0.312826528798
TS13.3	1343358000	-0.420311302317
TS13.3	1343361600	-0.278995658592
TS13.3	1343365200	-0.0449573674266
TS13.3	1343368800	-0.586966110611
TS13.3	1343372400	0.940979912885
TS13.3	1343376000	-0.720920269766
TS13.3	1343379600	0.0182858779593
TS13.3	1343383200	-0.590734038549
TS13.3	1343386800	-0.0889005549123
TS13.3	1343390400	-0.183314911079
TS13.3	1343394000	-0.0825217147145
TS13.3	1343397600	-0.545375485685
TS13.3	1343401200	-0.530917509995
TS13.3	1343404800	-0.0962005561781
TS13.3	1343408400	-0.041980663468
TS13.3	1343412000	-0.184850003887
TS13.3	1343415600	-0.477186468603
TS13.3	1343419200	0.0306472168821
TS13.3	1343422800	-0.620571845121
TS13.3	1343426400	-0.629490417662
TS13.3	1343430000	-0.452232356436
TS13.3	1343433600	-0.0162287155319
TS13.3	1343437200	-0.484750231834
TS13.3	1343440800	-0.312826528798
TS13.3	1343444400	-0.420311302317
TS13.3	1343448000	-0.0900207666884
TS13.3	1343451600	-0.0449573674266
TS13.3	1343455200	-0.586966110611
TS13.3	1343458800	-0.128847871889
TS13.3	1343462400	0.027307585976
TS13.3	1343466000	-0.694863362454
TS13.3	1343469600	-0.0248730121494
TS13.3	1343473200	-0.697869356062
TS13.3	1343476800	-0.644124871039
TS13.3	1343480400	-0.726191089488
TS13.3	1343484000	-0.0922689643455
TS13.3	1343487600	-0.119981358191
TS13.3	1343491200	-0.322312974546
TS13.3	1343494800	-0.0644411351679
TS13.3	1343498400	-0.0964575063912
TS13.3	1343502000	-0.477186468603
TS13.3	1343505600	-0.671684836666
TS13.3	1343509200	-0.0517143204268
TS13.3	1343512800	-0.629490417662
TS13.3	1343516400	0.0744179827046
TS13.3	1343520000	-0.423421941605
TS13.3	1343523600	-0.484750231834
TS13.3	1343527200	-0.0546504176815
TS13.3	1343530800	-0.0338505746832
TS13.3	1343534400	-0.278995658592
TS13.3	1343538000	-0.0449573674266
TS13.3	1343541600	-0.586966110611
TS13.3	1343545200	0.406066020498
TS13.3	1343548800	-0.720920269766
TS13.3	1343552400	0.731435118373
TS13.3	1343556000	-0.590734038549
TS13.3	1343559600	-0.697869356062
TS13.3	1343563200	-0.183314911079
TS13.3	1343566800	-0.0825217147145
TS13.3	1343570400	-0.545375485685
TS13.3	1343574000	-0.119981358191
TS13.3	1343577600	-0.322312974546
TS13.3	1343581200	-0.0644411351679
TS13.3	1343584800	-0.184850003887
TS13.3	1343588400	-0.477186468603
TS13.3	1343592000	0.73297927043
TS13.3	1343595600	-0.620571845121
TS13.3	1343599200	-0.629490417662
TS13.3	1343602800	0.0744179827046
TS13.3	1343606400	-0.423421941605
TS13.3	1343610000	-0.0779062872591
TS13.3	1343613600	-0.0546504176815
TS13.3	1343617200	-0.0338505746832
TS13.3	1343620800	-0.278995658592
TS13.3	1343624400	-0.0449573674266
TS13.3	1343628000	-0.586966110611
TS13.3	1343631600	-0.128847871889
TS13.4	1344182400	0.134431967143
TS13.4	1344186000	-0.0191115450984
TS13.4	1344189600	12.2416081909
TS13.4	1344193200	0.0160117286267
TS13.4	1344196800	-0.695069984098
TS13.4	1344200400	-0.610616313838
TS13.4	1344204000	-0.111097246641
TS13.4	1344207600	-0.453606941177
TS13.4	1344211200	-0.423421941605
